,AndroidUrls,Heading,AndroidContent
29,http://1000projects.org/food-express-android-project.html,food express android project.," ABSTRACT The objective of the Food Express application is to develop a system that offers new services online. Food express is an android application which is designed to order the food online via mobile application while traveling through a train. While people travel the long distance through a train, the main problem they face is food. To overcome such problem we want to develop a mobile application through which we are ordering the food online. If the person wants to order food he/she can directly order the food from our application, So that the food is delivered directly to his/her seat and cash-on-delivery (COD) process takes place between the customer and the person who delivers the food to user from the particular restaurant which he/she orders. This Food Express application provides more comfort for the users in ordering the food and to avoid the railway catering system. By implementing this Food Express project in the present railway system, the passengers can overcome the problems faced regarding their food needs.            CONCLUSION  We studied the efficient use of developing a Food Express Android application and making great use of it. We focused on the problems faced by the passengers who are traveling by train and developed this android application to overcome the causes affecting the people. We used these results to determine the usage of this application is very easy and everyone can make use of it by ordering their desired food at any place at any time. Finally, based on our research, we proposed an approach to find the possibilities of reaching the passengers with their ordered food, which accounts for the expected data transfer time over the available duration for the order to be placed. Main Moto to develop this app is to help the passengers to have a healthy food  FUTURE ENHANCEMENTS  In future, we suggest to use this technology in communication field to avoid the unhygienic food and overcome health problems for current using railway catering system. Because of maintenance cost of this technology is very low compared to the current using method that is economically this method became cheap and also results are very accurate.  Software and Hardware Requirements Operating system    :Windows Coding language     : Android Tool kit                  :Android5.0 IDE                  :Eclipse System                     :Pentium IV 2.4 GHz Hard disk                 :40 GB Monitor                    :15 VGA Color RAM                        : 1GB   Runtime Environment Requirements Device   :   Mobile / Tablet OS  :  Android             "
30,http://1000projects.org/trip-travel-planning-app.html,trip travel planning app.," The Below Use cases for the Trip Travel Planning Android Application. Registration Screen Use Case: User Profile registration Description:  This screen allows user to register with the App extracting the user’s  information from any social app (facebook/ twitter)           Preconditions: User has installed the application Normal Flows: 1. The user enters a name, email id, and contacts no. 2. User clicks on Register button and wait for next action 3. If the user has got his/her profile in any social app, the app will extract the info from the site through OAuth Protocol and continue with creating the Login for the App. 4. If there is no profile of the user on any social site, the App will first register the user with providing name, contact number, email id and proceed to Login Page. Post Conditions: User clicks on the register button, which creates “NEW_USER_REGISTRATION” or “EXISTING_USER_REGISTRATION” using all the text fields on the current screen and sends it to app server using services. Login Screen Use Case: Login Screen Description: This screen extracts the user‟s info from the social site ( if not, create one new login for the user) Preconditions: User has installed the application Normal Flows: This screen opens up when user open the app. It sends the transaction to app server; receive response and stores data in local SQL database. Profile Screen Use Case: Profile Screen Description: Profile screen with Create New Trip and Manage Existing Trips buttons Preconditions: 1. User has installed and logged in application Normal Flows:  1. User should be able to create trip using Create New Trip button with the Name of the trip, duration ( start and end date ) and location 2. User should be able to view already created trip in the news feed Post Conditions: User navigated to appropriate screen based on button click Create New Trip Use Case: Create New Trip Description: This screen allows user to create new Trip Preconditions: 1. User has installed and logged in to the application Normal Flows: 1. The user enters a Trip name. 2. Userentersks on Google calendar and selects the start date for the tour. 3. User clicks on Google Calendar and selects the end date for the tour. 4. The user selects the trip location and adds the location info into news feed using Google Maps Location. 5. Has a photo sharing button 6. Gives trip editing access to all buddies who are invited on the trip Post Conditions: 1. User clicks on Save, which creates a new trip and sends it to the app server and it is stored in a database ( news feed ). 2. The user is then navigated to the home screen. ADD DESTINATIONS Use Case: Add Destinations Description: This screen allows user to add trip destination suggestions in an existing trip event Preconditions: 1. User has installed and logged in to the application Normal Flows: 1. The user selects Trip places on manage trip activity. 2. User clicks on add location button. 3. He/she searches the destinations want to visit. 4. User selects destinations and click Done Post Conditions: User clicks on Done which creates ArrayList of Trip places which is returned to create New Trip activity ADD Buddies Use Case: Add Buddies Description: This screen allows user to add friends in an existing trip event Preconditions: 1. The user has installed and logged in to the application. 2. The user is part of some trip. Normal Flows: 1. The user selects one of the trips from the list of the trips on Manage trips screen. 2. The user then selects „Friends‟ tab from home screen of that trip. 3. The user will be able to see a list of existing buddies in the currently selected trip. 4. Add/Remove Buddy: a. The user can then remove any of the buddies from the trip just by clicking delete image button against the name of that specific member. b. User clicks on the Add a Buddy button, which populates contacts from contact list/ from friends list of the user‟s account on facebook/ twitter. The user can then select anyone from the contact list to add that person to the selected trip. Post Conditions: 1. Buddy will be added or removed from trip and user will be navigated to trip home screen. 2. A notification will be sent to other group members about the member addition or deletion. View Trips in the News Feed Use Case: View trips Description: View list of all those trips in which user is a member of it. Preconditions: 1. The user has installed the application and is part of some trip. 2. The user selects to go view trips from app home screen. Normal Flows: 1. The user will be able to see a clickable list of trips he/she is a member of. 2. The user can click and select one of those trips to go to home page of the trip selected. 3. The user can also edit a trip, he/she is a part of. Post Conditions: User is navigated to the selected trip‟s home page. App Recommendations for Best Places Use Case: Best Places in and around the trip location Description: Service to view the best places and motels around the destination and to populate them on the map for that particular trip place. ( feasible in terms of time and cost ) Preconditions: 1. The user has installed the application and has fed the information for the destination of the trip. Normal Flows: The user will be able to populate the best places that he/she selects on the map. 1. The user selects the trip places tab from the tour home screen. 2. The user selects the destination location for which he/she wants to see the best places. The user has two choices: View in the List: 1. The user gets a list of the best places/ motels nearby the destination. 2. The user then clicks on the place he/she wants to know the location on the map. 3. The place is then shown on the map. View in Map: 1. Some of the best places are populated on the map of that destination and also best deals for the destination is also shown. External Points: The place is embedded in the map to be shown. Chatting/ Messenger Module Use Case: Chatting/ Messenger Module Description: Process to allow the trip buddies to communicate with each other and allows external friends view the minutes of the trip as existing members update the news feed. Preconditions: The User should have installed the app and should have added the trip data as well as the members in the respective trip. The user should select the chat tab from the tour home screen. Normal Flows: 1. When the user presses the chat tab from the home screen, he/she gets a screen where he/she can type the message. 2. When the user presses the send button, the message is sent to everyone involved in the group and is displayed on the screen. Post Conditions: Notification will be sent to the group members about the message and minutes of the trip are sent by the user. Cloud Sharing Use Case: Cloud Sharing Description: Service for sharing your images/videos/location with other trip members. Preconditions: 1. The user has installed the application and is part of some trip. 2. The user selects to go to cloud sharing screen from trip home. Normal Flows: At sender side: 1. The user selects Photos/videos/location to Share option on this screen. 2. The User then gets an option to mark multiple photos/videos in the custom gallery designed for the app. 3. Used marks some of the photos/videos from the gallery and selects ok to share them with other members of the tour. 4. The user can also choose the current trip location to be shared with other virtual buddies so that they can also join the trip if they want. At receiver side: 1. The user selects Download Photos/videos option on this screen. 2. He/she can see the photos /videos getting downloaded and will then get a message saying Images/videos saved. Post Conditions At sender side: 1. Images/videos/location selected get copied into Amazon‟s S3 bucket allocated for the app. Checklist Use Case: Check List Description: Users will be able to maintain their own checklist and a group checklist Preconditions: 1. User has installed the application 2. User creates a checklist (Individual/Shared) Normal Flows: User will be able to create a checklist using this module 1. The user selects the Checklist from managing existing trips home screen. 2. The user adds the item into (Private/Shared) checklist. 3. User can also add suggested friends for the current trip from their contact list 4. The user can assign the item to the specific trip member. 5. The user will add a new item or can delete the item from the checklist. Post Conditions: Notification will be sent if the checklist is shared with the group members.            "
31,http://1000projects.org/get-contact-mobile-name.html,get contact mobile name.," ABSTRACT: This Get Contact from Your Mobile through Name project deals with the getting a mobile number of a person by just specifying the name. This is a useful application when we forget our mobile and are desperately in need of a contact. . In this case, we can just send a name as a message from any mobile to our mobile where this application has been installed, here a key is specified for security.           After receiving this name the mobile to which the message has been sent checks the contact list of the mobile and if that name is found. it sends the number to the mobile from where the request has been got.            "
32,http://1000projects.org/restart-error-detector-android-app.html,restart error detector android app.," After restarting an activity of an Android app, the GUI state changes might lose, which is called as restart error.  Restart can be done at two levels: pressing home button and then launching the app again, pressing back button and then starting the activity again. The Restart Error Detector Android project is to automatically test Android apps to find restart errors. It can navigate activities of an app by clicking buttons or menu items. It can restart an activity at the two levels. It can change GUI element states, e.g., filling text boxes and checking checkbox.           It compare the states of GUI elements before and after restarting an activity. If the state changes are not preserved, a restart error is detected.            "
33,http://1000projects.org/time-table-android-application.html,time table android application.," Abstract: Class time table project main objective is to develop an android app which can help institutions, schools or colleges faculty members to plan and schedule classes and batches using their smartphones. By using this app they can enter details of the batches and timings of the batches from starting and ending date with the scheduling the class.           Whenever faculty wants to know about class timings he/she can find them using this android app. This is very simple and suitable app with all basic features for Time Table related information in the colleges and schools.            "
34,http://1000projects.org/profile-converter-contact-picker.html,profile converter contact picker.," The aim is to develop this Android application on profile converter and contact picker. The profile converter app is useful for daily users who forget their mobile and don’t know the current location of their mobile. For knowing the location user call to his/her number, if the mobile was in silent/vibrate mode we don’t know where it was.           By using this android app it is easy to know just by a message .we send a message from any mobile to our android mobile and the profile will change to user wants. In some case, the user wants to get a contact number from a mobile. Then by sending a message contains contact name by any mobile we get number of those contact            "
35,http://1000projects.org/campus-mobile-application.html,campus mobile application.," Abstract:  ‘Campus’ is mobile application for student, which is used to know the campus up to date like – What’s going on? , What is next? , And past what has done? The main reason behind this Campus application the students know the more information about the university and what’s going on – upcoming events, any cultural programs, the student activities, sports, and about the examination complete details.           This Campus Mobile application also having the detailed information about the professors, course structures, about the administration department, gallery of the university and recently conducted event images, videos and also having the information about the past students. This Campus Mobile application have the information which already in the website but it’s in the simple way, sometimes we miss the important information in website because website having the lot of information. This is only access the students and professors by login with their ID’s. Additionally, this application provides the weather reports of the location of the university and provides the scheduling details of the library as well as university.            "
36,http://1000projects.org/job-portal-android-application.html,job portal android application.," The main aim of developing this Job Portal android application is to provide job opportunities to the job seekers, To meet manpower requirements of Industries and Projects in corporate sectors and To provide live vacancies on the android application. The main objective is to provide a web-based interface for the corporate sector Employers to choose from amongst the registered candidate database. other features included here are Online registration/ updating of candidate database, Electronic sponsorship of candidates for private employers.           The Job Portal android application was developed for exchanging information between unemployed people and private companies. Job seeker can register and see which companies are trying to see and status of resume. The online registration of private employers, submission of vacancy information, searching and sponsoring of candidates, issuance of letters to candidates, entry of interview and joining status of selected candidates etc. All vacancies notified by the private sector will be automatically available on the site. Maintain another type of information about the job as a group, administration dashboard application. Domain: Android Application Development Programming Languages: Core Java Tools: Android SDK Platform Tools, SVN Others: JSON,XML,SQLite            "
37,http://1000projects.org/scheduling-sms-android-application.html,scheduling sms android application.," Scheduled SMS is an android application concept which enables users to delay their SMS by specifying a Specific time and date along with the receivers contact number. About Scheduling SMS Application: This android app automatically sends the SMS on the time specified by the user to the selected contacts and adds a pre-defined message which will be sent when the specified time is reached.           Additionally, the user is provided with the ability to edit date, time and message content after scheduling according to the user’s need. Test Cases:  Event Id: 1  While clicking on add event button it will show a menu  Event Id: 2  While clicking on add button it will show contact list  Event Id:3  Add date and time which user want to send it.  Event Id:4  Write Message.  Event Id:5  While clicking on send button it automatically sends message.  Test Data and Results:     Event Id Description Input Expected Output Actual Output Status   1 Add button Single click Main menu open Main menu open pass   2 Contact add Single click OpenContactList OpenContactList Pass   3 Add date Single click Date add Date add Pass   4 Add time Single click Time add Time add Pass   5 Write Message Single click Write Message Write Message pass   6 Send Button Single click Notify to user for Add Notify to user for Add Pass     User Manual:  First we have to select the application logo.  It will open the application.  Add button  There are two buttons where “Add” is used to add date and time and Message   While we selecting on “Add” button there is another page will open which contain add button which is used to add contact from contact list or write contact number.  Set Date and Time  first we select in date and then time at which you want to send a message.        Write Message  Write the particular Message        Click on send  It will automatically send a message at deferred date and time.  Future Enhancement: Facebook updation :  Here in this application user can send multiple messge and send mail to a particular person. While in future user can wrote in wall of person’s account.  Multiple Mail sending:  Here in this application is able to send a mail to only one person whose birthday or other event. While user can send mail to multiple person at a time.             "
38,http://1000projects.org/baby-care-android-application.html,baby care android application.," The Android app for kids is a complete guide and a memory tool for parents. The Baby Care application helps parents to follow everything in a simple way and helps parents get satisfaction. Need to Design and build advanced Baby Care Android Application for the Android platform and ensuring the best possible performance, quality of the android application. Here the developer should have experience in handling Push notifications, Responsible for designing layouts and some of the modules in the application, Responsible to understand business requirements and translate them into technical requirements and Responsible to work with XML, SQLite and Json.           The baby care application consists of four main modules. They are 1. Registration and Login. 2. Up to 3years. 3. 4 to 6years. 4. 7 to10 years. 1. Registration and Login Module: In this module the parent has to register their name and the child name first, then there will be an option for choosing the child age like Up to 3 years, 4 to 6 years and 7 to 10 years. Based on the option the parent chooses they will be directed to the specific page. 2. Up to 3 years Module: By choosing the up to three years option in the login page parent will be directed to this module, where they will be given with two categories they are Vaccination Chart and the Doctor Details. 3) 4 to 6 years Module: By choosing the four to six years option in the login page parent will be directed to this module, where they will be given with categories they are Vaccination Chart and School Fee. 4) 6 to 10 years Module: By choosing the six to ten years option in the login page parent will be directed to this module, where they will be given with categories they are School Fee & School exam details.            "
39,http://1000projects.org/restaurant-android-application.html,restaurant android application.," Description: Restaurant Android App is the dashboard based application using Android Studio. The Main objective of this application is to provide the best solution among waiter and chef. Here the waiter can generate orders, adding items which are ordered by the customers then automatically all ordered items will be displayed in chef application individually based on items assigned to the chef.           The waiter can know statuses of all items on particular order. The waiter can create multiple orders at a time. To know all sales of items dashboard application is maintained to generate reports give the details about the statistics of the items sales, the comparison between items, categories for a single day or multiple dates. Main Modules included in this application are Waiter, Chef, Cashier, and Dashboard. Here we can display data in table format using JTable in this Restaurant application.The important charts module is for comparing a different kind of jobs by using google API. Technologies:  Core  java, Android Studio            "
40,http://1000projects.org/android-g-search-app.html,android g search app.," Abstract The project G-Search is a personal easy search option for mobile user. This Android based application provides Good User Interface to search options like contacts, messages etc. This Android G -Search application supports 2.3 version of android frame work. Existing System           In the existing system there is no search bar in mobiles. If any user wants to search for any file in the mobile user need to go to the individual file system and search for the file which the user wants. Proposed  System We are going to create a mash up type of application which searches all the application (phone contacts, messages, video and audio files) which are in-built. Software Requirements  Java (JDK 1.6) Android SDK Eclipse Ganymede IDE Operating System Windows XP.   Modules: 1. Contacts In this module application will search the SIM contacts and phone contacts based on the search string . 2. Messages In this module application will search the SMS received from various phone numbers along with date and time stamp. 3. Audios In this module all the mobile audio files will be displayed based on the search string . 4. Videos In this module all the mobile videos files will be displayed based on the string and we can play the songs. 5. Images/Pictures In this module all the mobile images matched with search string will be shown as in the grid format. Conclusion: As this is a Android G -Search mobile application one can easily search for required information. This makes this application efficient, convenient and easy to use along with providing maximum user satisfaction. Future Work:  A dictionary can also be provided with this application for quick reference whenever needed while reading a book. A Google map can also be provided in order to know the exact location of the book store. E-book downloading can also be provided that can be an extension of this.             "
41,http://1000projects.org/dustbin-waste-material-management-app.html,dustbin waste material management app.," ABSTRACT: Dustbin – Waste Material Management is a Android application that typically runs the server, and allows the customers to do things such as searching for waste materials in the catalog, adding a selected product to a basket and placing an order for it. Once a particular product has been found then the seller gets interacted with the buyer by this application. In the existing system, the selling and buying of waste materials are done manually, where the customer visit the shop for selling the items, he couldn’t compare prices with the other stores and only a limited customers visit the store. To overcome these defects, the Dustbin project has been implemented.           The proposed Dustbin App allows the visitors to buy waste materials online. They can view the contents at any time. It automatically calculates the grand total and the details of buyer or seller sent as SMS to visitor. The customers can sell their waste by sitting in home, large quantity can be sold and it is a user-friendly interface. This Dustbin – Waste Material Management project is a small step to reduce the communication between the buyers and sellers. These types of applications would be of great use for the waste material users to find the sellers easily in the sense that they can reduce their work of searching for the sellers.  SOFTWARE REQUIREMENTS: Programming Language : JAVA, XML Operating System : Windows 8.1 and above Editor : Android Studio Java Development Kit : JDK version 1.8 HARDWARE REQUIREMENTS: Processor : AMD 1.80 GHZ RAM : 4.00 GB            "
42,http://1000projects.org/android-app-training-placement-cell.html,android app training placement cell.," Abstract: Mobile devices these days have gradually become more powerful and distributive, influencing our daily lives on a larger scale. Android, which has proven to be one among the best mobile-based application development platforms provides the developers with many APIs and tools for the development of Android applications. We intend to develop one as such for the Training & Placement cell of our college and make it accessible to all the students. It includes notifications and regular updates about the cell along with the list of students selected for companies, events and activities, training schedules, placement information, company information, CRT material discussion forums etc., which would provide ease to both the management and the students as  well.           Contents:  Home Page About us Directory News Feed Discussion Forum CRT Material TPO Gallery Achievements  Functional Requirements Splash Screen and Home  Page:  1. When users open the application a splash screen appears with  the college logo. 2. The app Bar contains Navigation Drawer, College Logo and the Application name 3. When users click on the navigation Drawer you can navigate to the respective Module of your choice. 4. The Home page contains  modules like About Us, Directory,  Discussion Forum, CRT, News Feed, TPO, Gallery, Achievements. About Us  1. When the user clicks on the About us module they will be able to access the static page information about the college and other related information. The About us module contains information such as chairman’s message, Chancellor message, Vice-chancellor message , Vision and mission of the institution. 2. When the user clicks on back(<) button the page will be redirected to the earlier page. 3. The Directory module contains the information related to the administrative officials such as Name, Designation and Phone Number. Discussion Forum  1.When user clicks on the Discussion Forum a navigation drawer lists Recent posts, most visited posts, post a question and user login. 2.Guests have read only access to the forum ,Recent posts and most visited posts. 3.Only a Registered User can post a question or reply to a post. CRT  1.The CRT Module consist Recently Added, Most Viewed Books, account. 2.The registered user can view books related their academic year or most viewed documents and books. News Feed 1.When user clicks on news feed the news multiple news are listed in the format of Heading, body and date. Achievements  1.When user clicks on the Achievements the navigation drawer consists placed students, testimonials, success stories of the students. Non-Functional Requirements  IDE – Android Studio v2.2.1 Min Android version – Jelly Bean Target SDK – Marshmallow 6.0 Database – Firebase             "
43,http://1000projects.org/food-maker-android-application.html,food maker android application.," Abstract: The main aim of Food Maker Android Application is to provide the user a list of dishes which can be cooked provided with the information and the duration to cook which user wishes to cook. The user is given step by step guide on how to prepare a dish they wish to cook, chosen from our list of recipes provided. Our Food Maker app not only gives the user a clear cut instruction on how to make that lip smacking dish but also shows the user on how master chef’s do it by seeing the videos attached along with the step-by-step instructions of the dish. The video’s attached with the instruction’s helps the user’s to make sure that they are following the given instructions correctly, and also see how the master’s do it and learn a thing or two from them. We boost of a long list of recipes from which the user can pick any of them and start cooking in no time. Giving clear cut instructions to the user not only saves time to the user but also leaves the user with less ambiguity. GOALS :            With our food maker phone application, users are able to type full or partial names of food items and search for the recipes.   Compared to other applications, which only has some food items or general information about the recipes, our food application provides customers a better idea of what they can cook.   Our Food Maker application by listing all items in menu allows users to know how much quantity of ingredients they need so that customer can decide whether to cook the recipe or not.   Besides, a YouTube link is provided in order to know the clear instructions of how to cook the particular recipe.  SUPPORTED FEATURES: This section is going to describe the main functionalities of this application. Our new Food Maker android app includes following features :  Search bar Get recipes menu Instructions Image of recipe YouTube  links  SEARCH BAR:  When users are looking for a specific food item, they input either partial or full name of the recipe. For example just type “Mango faluda” then the entire recipe which contains ingredients, instructions , images and YouTube links will be popping up. GET RECIPES MENU:  All the recipes will be shown in a particular slide in order for the ease of the customers . Where customers can easily select the particular recipe for the further instructions which is followed by giving a YouTube link. INSTRUCTIONS:  When customer selects a particular recipe then entire process of how to cook will be shown in the next slide which includes instructions and ingredients required for particular recipe followed by YouTube link for the ease of the customer. IMAGE OF THE RECIPE:  After the instruction phase of how to cook the particular recipe , an image will be provided for the garnishing and creativity of the recipe. YOUTUBE LINK: An YouTube link will be provided after the instruction phase in order for the ease of the customer.  REQUIREMENTS: SOFTWARE REQUIREMENTS:  Operating system  :  Windows 7/8/10. Coding Language  :  Java 1.7 Tool Kit                :   Android 2.3 ABOVE IDE(Integrated development environment)         :    Android Studio.  HARDWARE REQUIREMENTS:  MOBILE   : ANDROID (Smart Phone)             "
44,http://1000projects.org/android-astrologer-application.html,android astrologer application.," Abstract: In India most of the population is more interested in Horoscope, so we would like to build an application in android mobiles, As there are numerous web sites for horoscope it is quite interesting to develop such an application in mobile phone itself. This Android based Astrologer Application gives the horoscope of a person with the given date of birth details. In our application the user will get the horoscope in daily, weekly, monthly, yearly prediction based on their signs. Existing System:           In generally if you want to see your horoscope we need to check daily paper or calendar if you have net facility you can see in websites. In existing system we don’t have the horoscope daily, weekly, monthly, yearly prediction. Proposed System: Right now each and everybody has their own mobile that’s way we are going to do this horoscope application in android mobile in our application we have mainly 2 roles those are user and admin . User modules 1. Knowing His / Her sign. In this module if anybody don’t know their signs simply they can give their date of birth according to their date of birth they will get sign. 2. Selecting prediction In this module the user will select the prediction like day, week, month, year prediction. Admin Modules 1. Authentication  In this module the admin need to login for authentication. 2. updating horoscope data By this module the admin will update the horoscope information. Note: In order to deploy the  Astrologer Application  we need a android phone with 2.3 with internet connectivity in that. Software Environment:  Web Server : Tomcat Programming Technologies : Java, Java Server Pages, Servlets, Client-side Technologies: HTML, CSS, Java Script, AJAX Ides : Eclipse Database Server : My Sql Operating System : Windows (or) Linux (or) Mac any version             "
45,http://1000projects.org/pdf-creator-viewer-android-project.html,pdf creator viewer android project.," AIM: The aim is to develop Android application on PDF CREATOR & VIEWER. “PDF CREATOR AND VIEWER” provides an environment to create PDF documents with key features of viewing and editing. This application helps to view and edit the documents in an easy manner. In the same editor, PDF can be developed.           PDF CREATE is an independent application which can easily run an any android platform without  required prerequisites or plugins. In this the properties such as save ,color, viewer, various alignments are available. In PDF viewer we can see the documents directly. Hence,it  is  an open platform for developing Editing&viewing an pdf documents. Purpose: The main purpose of this application is to create a  pdf  or document at an instance without use of any desktop office packages.Here we create a document or pdf  through  a android based mobile phone at any where with the use of this application.Here we can also edit,view the pdf document in our mobile phone.  Scope: In scope it constitutes of  Fontsize, Cliparts, Authetication,Images and Email facilitiations. And with many more features which are relatively similarity to a desktop pdf documentation. EXISTING SYSTEM: Here in the existing system it constitutes of creating a pdf with less number of facilities.There was no possibility for writing a new paragraph in the created document.and there is no possibility for various alignments, and colours. PROPOSED SYSTEM: In proposed system it helps for viewing,Editing& Creating the documents.Editing can be develop in the same Editor. pdf creator is an independent application which can easily run an any android platform. In pdf creator the properties such as colors,alignments, save preview, submit. In pdf viewer we can see the document  directly.            "
46,http://1000projects.org/streaming-using-smartphone-relay-via-bluetooth.html,streaming using smartphone relay via bluetooth.," Introduction: Bluetooth connectivity in smartphones has a range. It varies from 10 – 12 meters. So, if two smartphones want to connect and the distance is more than the above mentioned figure, the main concept behind the problem statement arises. Problem Statement:            Two devices (tablet or smart-phone), which cannot communicate directly due to distance will use a 3rd device in between them to communicate. Using the relay, one device should be able to stream music or video from another device. Relay: A relay is nothing but a connecter which will act as a middle person and helps in transmitting data between devices which cannot communicate due to distance. It is just like a courier guy who delivers your mail from source to destination. As shown in the figure above, the problem statement is properly depicted. An android application which connects 3 smart phones acting as sender receiver and relay and the receiver can stream music from the sender’s device. Abstract: An android application “Music Share” which will enable 3 smart phones namely A, B and C to stream music from the sender to the receiver via the relay. The relay will first connect to the sender. Thereafter, a connection will be made with the receiver. Once the connection is established, the sender will send a music file to the relay. The relay will convert the file into bytes, and a byte array is formed. This is stored in a temporary file in the relay and is sent to the receiver which is also connected to the relay. When sufficient amount of the data is sent, and the play button is pressed, the file is played which was originally stored in the sender. This is the overview of how the application works. It is explained in detail in the following sections. Proposed Solution: Developing an android application which will have the functionality of sender, receiver and relay. This application will have simple user interface which will guide the user to use the functionalities of sender, receiver and relay. Sender will have the functionality to connect to the relay via all the Bluetooth paired devices. The relay will be acting as a bridge, which will connect, to the sender as well as the receiver. The receiver will be connected to the relay and when it gets connected to the relay it will connect to sender hence forming a chain. When this chain is established the receiver will get the list songs that are in the storage of the sender device and it will be displayed on the receiver device. Now, when you select the name of the song that you want to play it will start fetching the song from the sender device. When you hit the play button it will start playing the streamed song on the device. Architecture: We have implemented a three-tier architecture which have a UI and that UI is connected to the backend logic which we used to make the application functional. We used a database which was connected to the backend logic. In this application when we open our application we come across a screen where we have to select whether we want our device to be sender, relay or receiver. If we have entered in the database whether the given device is sender, relay or receiver then the device automatically adapts that role and the respective screen opens. Now for the sender application we have created a class name “Sender.java”. This class has all the functionalities that are required by the sender class to connect to the relay and send the data from sender to relay. Initially when we open the sender UI, we can see a list view which is populated with the paired Bluetooth device present in the system. If the Bluetooth device is not paired with each other then we have to pair them manually. Once they are paired they will appear in the list view. When you click on the list view one a connection socket is created and a socket request is send to the relay device using the Bluetooth MAC address. Once the sender requests a connection the relay accepts the connection request opening Bluetooth socket connection request from the sender device. Now the whole functionality of the relay device is written in two classes ‘Relay.java’ and ‘ThreadToBeConnected.java’. In ‘Relay.java’ we are accepting the connection and opens up a connection with the sender device. Once it is establish it also accepts a list of names of files of songs from the sender device. The above-mentioned things are done on one thread and the other thread tries establishing the connection with the receiver device. The connection is established as it was established between sender and relay. Now when the receiver establishes the connection with the relay it will accept the list of files and send the request of back to the receiver. Once the request is sent to the relay two new threads start. One thread will start fetching the data from the sender via file input output stream it will pass that data to the receiver. This all will be handled by the ‘TheadToBeConnected.java’ class. Now when the receiver accepts the connection from the relay, it will get a list view from the sender it will populate its list view. Now, when you click on the name of the song it will send a request to relay. When it starts accepting the data from the relay, it will generate a temporary file. This temporary file will be then used to stream the data. Challenges: • We were new to android and hence we need to learn how to develop an android applications. Hence we needed to go through a lot of android tutorials and YouTube videos. • How the Bluetooth can connect between two devices and how to transfer the data via a Bluetooth? As a result of this we came to know that Bluetooth can be connected between two devices using a socket connection. Once the connection is established we can send the data over to the next device using input output stream, until the connection stays open. • How to transfer the file from one device to other device? We came to know that the file transfer can be done using the byte array. So created a byte array and used to transfer that byte array while transferring the file. This solved the problem of copying the file from one device to another device. • Streaming a file created problems? When we used to write a byte array in a temporary file with a chunk of data it created a lot of noise and the playback was not smooth. So we used to send a chunk of data and while writing the data on the temporary file we used to write it byte by byte. • Creating relay functionality? The functionality of relay was not difficult to understand but was very difficult to implement. First we used to create a temporary file on the relay device but then the data was not transferred as we wanted it to be. So then we created two different threads and did synchronization on those to thread, which made the streaming smooth. The chunk of data from sender was received by relay on one thread and the other thread used to take that same data and send that data to the receiver. In this way the relay functionality was implemented. Drawbacks: There are a few drawbacks about this application. They can be worked up on in the future making the application more dynamic. They are listed as follows: 1. Socket connection for Bluetooth versions were not supported in different android versions. This means that this application will not work if one smart phone is lollipop version and another is kit Kat version. This can be included in the future work of the application. 2. The application uses a static Database and the values of the smart phones are inserted manually. This means that the MAC addresses of the smart phones and their names are added manually. So, we want to connect a new device, we have to manually remove one of the phone add the address and the name of the new phone. Therefore, we can’t dynamically add any device directly using the Bluetooth. 3. The file name and the owner name have to be mentioned in the code manually. 4. There should be only one song in the sender phonei.e. only 1 .mp3 file in the sender phone. If there is more than one .mp3 file in the sender file, the application crashes immediately. Thus these are the drawbacks and can be included in the future work. How to install the application: There are two ways you can install the app: 1. You can open the code in eclipse and then ‘RUN AS’ on the devices you want. But before you do so you need to make the devices are in the developer mode. 2. You can also push the musicshare.apk to android phones which is present in the bin folder of the code sent to you before. How to run the application: For instance, if you use the second method, i.e. pushing an apk (music share) to all 3 android devices. Make sure all 3 devices have same android version. Then, open the apk in all 3 phones. Select one phone as sender, one phone as relay and other as receiver. In sender phone, select the Bluetooth MAC address of the relay phone which is to be connected. Once the sender connection is established with relay, next establish the connection from relay to receiver. After successful connection, the receiver will get the list of music files present in the sender and it requests for a music file. After significant bytes are transmitted form sender to receiver through relay, the receiver can play the music file. Conclusion: With the help of Bluetooth sockets and all other techniques explained above, we successfully implemented our project “Streaming using Smartphones as relay.” References: • http://stackoverflow.com/questions/7273084/how-to-programatically-connect-2-android-devices-with-bluetooth • http://developer.android.com/guide/topics/connectivity/bluetooth.html • http://stackoverflow.com/questions/18109479/howt-to-connect-two-devices-via-bluetooth-sending-the-pairng-code-by-parameter • http://www.glowingpigs.com/index.php/extras            "
